	Chromosome	Position	113B_CM+_vs_113B_PBMC.tumour
1_8360443	1	8360443	-0.964620382300461
1_8360492	1	8360492	-0.656498086938129
1_8360503	1	8360503	-0.526862806521534
1_8360612	1	8360612	-0.904425600381715
1_8361083	1	8361083	-0.829922653567345
1_8361126	1	8361126	-1.03500971019186
1_8624343	1	8624343	-0.791604111106998
1_8656247	1	8656247	-0.798447515719256
1_8861360	1	8861360	-1.09390339924543
1_8949303	1	8949303	-0.678865899966584
1_8949347	1	8949347	-0.930673050377124
1_8949355	1	8949355	-0.855391312545703
1_8949393	1	8949393	-0.668139493373525
1_8951527	1	8951527	-1.13272264813596
1_8974362	1	8974362	-1.25196824547768
1_9007318	1	9007318	-0.91636521369324
1_9007358	1	9007358	-0.882399294051716
1_9014735	1	9014735	-0.849977816359338
1_9014802	1	9014802	-0.720445003717983
1_9014814	1	9014814	-0.537510050721042
1_9014831	1	9014831	-0.56175759696772
1_9038482	1	9038482	-1.34544216624139
1_9039892	1	9039892	-1.08717753605711
1_9041924	1	9041924	-0.812617288855411
1_9057537	1	9057537	-0.855633233404975
1_9058188	1	9058188	-0.802348953401584
1_9104515	1	9104515	-1.25942129916496
1_9104577	1	9104577	-1.75121674419127
1_9105626	1	9105626	-1.29044239329231
1_9242965	1	9242965	-0.894594591022021
1_9245189	1	9245189	-0.771975304358065
1_9245334	1	9245334	-0.905831051092856
1_9246991	1	9246991	-1.28098895184592
1_9247016	1	9247016	-1.22569327180097
1_9247017	1	9247017	-1.22861370810368
1_9262084	1	9262084	-0.604247858619999
1_9262324	1	9262324	-1.23910131478536
1_9264218	1	9264218	-0.962306516462215
1_9264227	1	9264227	-0.72193462185847
1_9264263	1	9264263	-0.508940898524271
1_9264611	1	9264611	-1.32749402718674
1_9580233	1	9580233	-0.941900305800378
1_9582366	1	9582366	-0.907327157252951
1_9612988	1	9612988	-0.941900305800378
1_9614894	1	9614894	-1.08747713008599
1_9615303	1	9615303	-0.843765987426075
1_9615318	1	9615318	-0.824442724252201
1_9622200	1	9622200	-0.63987176835072
1_9717027	1	9717027	-0.84473164679338
1_9720166	1	9720166	-0.668597564512757
1_9720540	1	9720540	-0.806740722518742
1_9721147	1	9721147	-0.849977816359338
1_9721246	1	9721246	-0.839719910993899
1_9721447	1	9721447	-1.32557363416989
1_9722328	1	9722328	-1.09390339924543
1_9724365	1	9724365	-0.876311964172801
1_9744467	1	9744467	-0.792439406917781
1_9744633	1	9744633	-1.59979432897538
1_9751483	1	9751483	-1.21009641674995
1_9751516	1	9751516	-0.938333690780185
1_9773303	1	9773303	-0.718536045396605
1_9872043	1	9872043	-0.969914681969974
1_9922297	1	9922297	-0.87151097790898
1_9934787	1	9934787	-0.816369423716519
1_9972110	1	9972110	-0.923978397803115
1_10101207	1	10101207	-0.615249800670612
1_10119557	1	10119557	-1.42775914226892
1_10130715	1	10130715	-0.748516331534076
1_10303186	1	10303186	-0.693972792356792
1_10303453	1	10303453	-0.685818660608351
1_10303606	1	10303606	-0.84832619048818
1_10304277	1	10304277	-1.1695676691775
1_10334565	1	10334565	-0.65112090948368
1_10343234	1	10343234	-0.950945445403385
1_10361031	1	10361031	-0.979570723766433
1_10368512	1	10368512	-0.903219837636318
1_10371241	1	10371241	-1.28012220802839
1_10380226	1	10380226	-1.25740213152831
1_10413139	1	10413139	-1.06859231071624
1_10419728	1	10419728	-1.18701280363691
1_10461572	1	10461572	-0.605965352919136
1_10461640	1	10461640	-0.565524426890639
1_10469269	1	10469269	-0.641391194547921
1_10536284	1	10536284	-1.39010466901442
1_10599276	1	10599276	-0.635473304453203
1_10618382	1	10618382	-0.989206020578734
1_10623109	1	10623109	-1.21085954559128
1_10629648	1	10629648	-1.32338524536819
1_10629678	1	10629678	-1.05737752322031
1_10629812	1	10629812	-0.795058917471106
1_10629994	1	10629994	-0.80300219997869
1_10639344	1	10639344	-0.903886979863646
1_10639683	1	10639683	-0.878890508274577
1_10640045	1	10640045	-1.30631173200925
1_10642250	1	10642250	-0.913331153603607
1_10642935	1	10642935	-0.795822046312433
1_10646266	1	10646266	-0.588668090995005
1_10646326	1	10646326	-0.592154266773253
1_10649075	1	10649075	-1.3413409500282
1_10649384	1	10649384	-1.36758504927873
1_10653593	1	10653593	-1.10695955207087
1_10653750	1	10653750	-0.560471199164354
1_10653788	1	10653788	-0.740948408737441
1_10653867	1	10653867	-0.743406152161294
1_10653940	1	10653940	-0.797510396465203
1_10659877	1	10659877	-0.867899724356601
1_10660248	1	10660248	-0.724669589579709
1_10660397	1	10660397	-1.04046414028397
1_10665309	1	10665309	-0.811503668544703
1_10665356	1	10665356	-0.771975304358065
1_10947668	1	10947668	-0.771975304358065
1_10948045	1	10948045	-1.1021239060504
1_10948070	1	10948070	-1.03184243111318
1_10948360	1	10948360	-0.713872349794497
1_10948628	1	10948628	-1.27447564488725
1_10948742	1	10948742	-0.964620382300461
1_10949622	1	10949622	-0.81300257261812
1_10949646	1	10949646	-0.808812072538437
1_10954061	1	10954061	-0.718536045396605
1_10955108	1	10955108	-0.885632086153632
1_11027008	1	11027008	-1.05885645214623
1_11027215	1	11027215	-0.93163197034655
1_11030859	1	11030859	-1.00463606114834
1_11034851	1	11034851	-0.612497090350869
1_11042882	1	11042882	-0.792439406917781
1_11042883	1	11042883	-0.874337021987743
1_11043525	1	11043525	-1.09390339924543
1_11046591	1	11046591	-0.925449785019783
1_11046609	1	11046609	-1.08231542497022
1_11046672	1	11046672	-0.783752472134419
1_11047065	1	11047065	-0.730155128663438
1_11047087	1	11047087	-0.687086406771552
1_11047092	1	11047092	-0.668139493373525
1_11055787	1	11055787	-0.691356844149781
1_11069599	1	11069599	-1.20165957960131
1_11070918	1	11070918	-1.00577248896676
1_11073948	1	11073948	-0.575283393352968
1_11081130	1	11081130	-1.62164103127363
1_11098048	1	11098048	-0.549582883021617
1_11099766	1	11099766	-0.815476942994652
1_11109363	1	11109363	-1.23140692299536
1_11121270	1	11121270	-0.600208956091586
1_11124536	1	11124536	-0.663040932804901
1_11130538	1	11130538	-0.853505189854664
1_11139391	1	11139391	-0.709511217411412
1_11144841	1	11144841	-0.809450009776728
1_11145001	1	11145001	-0.982872086856684
1_11192312	1	11192312	-0.771975304358065
1_11193588	1	11193588	-0.935474036640945
1_11194951	1	11194951	-0.700716621188243
1_11199598	1	11199598	-1.04715514005395
1_11210838	1	11210838	-0.812617288855411
1_11212411	1	11212411	-1.00330085046452
1_11240460	1	11240460	-0.822601377428033
1_11501143	1	11501143	-1.22835359901781
1_11502856	1	11502856	-0.713081615304497
1_11516008	1	11516008	-0.852145653042049
1_11528050	1	11528050	-1.1184257183795
1_11529815	1	11529815	-0.53931454756779
1_11529838	1	11529838	-0.704861108499528
1_11531680	1	11531680	-1.04206446772581
1_11535515	1	11535515	-0.86927250571298
1_11535609	1	11535609	-0.932439976551311
1_11536398	1	11536398	-0.966353349524917
1_11536572	1	11536572	-0.734173271645681
1_11661214	1	11661214	-0.75747573466295
1_11668837	1	11668837	-1.07153558621697
1_11668877	1	11668877	-1.31254368572077
1_11668895	1	11668895	-1.29392800755342
1_11673346	1	11673346	-1.075367447808
1_11688127	1	11688127	-0.68374812134633
1_11711942	1	11711942	-1.1504869276118
1_11715121	1	11715121	-0.830868993411634
1_11746177	1	11746177	-1.23592240411786
1_11748477	1	11748477	-0.876311964172801
1_11761978	1	11761978	-0.615249800670612
1_11762248	1	11762248	-1.57933022641567
1_11766129	1	11766129	-0.706087368701608
1_11766294	1	11766294	-0.912837840197915
1_11766573	1	11766573	-0.662350813183567
1_11768262	1	11768262	-1.24590649269048
1_11771538	1	11771538	-1.03500971019186
1_11772254	1	11772254	-1.44574707203708
1_11775556	1	11775556	-1.12449171907885
1_11776571	1	11776571	-1.12427704828895
1_11776613	1	11776613	-1.0520832235508
1_11778791	1	11778791	-0.65546129563164
1_11779866	1	11779866	-0.977444422658045
1_11779915	1	11779915	-1.12304974490494
1_11784463	1	11784463	-1.00901450165891
1_11785215	1	11785215	-0.944442500362831
1_11787997	1	11787997	-0.710574759693922
1_11788822	1	11788822	-1.11877806788446
1_11788915	1	11788915	-0.576055094382808
1_11789390	1	11789390	-0.709511217411412
1_11790693	1	11790693	-0.668470728604205
1_11790870	1	11790870	-1.06148192155305
1_11791734	1	11791734	-0.676397644375834
1_11794419	1	11794419	-0.547760147414799
1_11794839	1	11794839	-0.948298076998528
1_11816635	1	11816635	-1.1504869276118
1_11838567	1	11838567	-1.54641560394293
1_11838792	1	11838792	-0.861242642455153
1_11838802	1	11838802	-0.894832052143599
1_11838976	1	11838976	-1.33757248021229
1_11858365	1	11858365	-0.685263671164734
1_11858387	1	11858387	-0.382028786042052
1_11858780	1	11858780	-1.04422824022124
1_11944606	1	11944606	-1.16429272713683
1_11949781	1	11949781	-0.604865318522807
1_11949854	1	11949854	-0.751797422420435
1_11949898	1	11949898	-0.557850499005218
1_11949899	1	11949899	-0.47429475571738
1_11950412	1	11950412	-1.38078454703359
1_11952696	1	11952696	-0.687911039569591
1_11957902	1	11957902	-0.593005163312746
1_11963598	1	11963598	-1.06475705358591
1_11965543	1	11965543	-1.18701280363691
1_11966298	1	11966298	-1.16192182267408
1_11974699	1	11974699	-1.3265641560357
1_11974757	1	11974757	-1.21943428132929
1_11996252	1	11996252	-0.947062010916156
1_11997386	1	11997386	-0.962658865967175
1_12001541	1	12001541	-0.884869360763999
1_12004010	1	12004010	-0.859438145608405
1_12004835	1	12004835	-0.520436537362101
1_12009668	1	12009668	-0.392386641083511
1_12014431	1	12014431	-0.693972792356792
1_12014458	1	12014458	-0.542493458235298
1_12014474	1	12014474	-0.557850499005218
1_12022187	1	12022187	-1.02977306182571
1_12022277	1	12022277	-0.990398823491567
1_12022869	1	12022869	-0.675759989098762
1_12029085	1	12029085	-1.6714484284041
1_12029794	1	12029794	-1.02293687789128
1_12029889	1	12029889	-1.17052468084834
1_12031554	1	12031554	-1.21558195583368
1_12031731	1	12031731	-0.956399875495493
1_12104380	1	12104380	-1.18701280363691
1_12104394	1	12104394	-1.28442530529485
1_12138290	1	12138290	-0.887452521778001
1_12188885	1	12188885	-0.969012151417619
1_12192516	1	12192516	-0.85603956914654
1_12192870	1	12192870	-1.06148192155305
1_12194666	1	12194666	-0.867132537398405
1_12194953	1	12194953	-1.22514793252368
1_12195131	1	12195131	-1.25196824547768
1_12208442	1	12208442	-0.739794898608916
1_12244346	1	12244346	-0.612194860321296
1_12244587	1	12244587	-1.1504869276118
1_12257944	1	12257944	-0.372367845648828
1_12276090	1	12276090	-0.976333802864252
1_12277831	1	12277831	-0.812239174571792
1_12283372	1	12283372	-0.582704953196326
1_12283436	1	12283436	-0.582497505494352
1_12318217	1	12318217	-0.805922636281403
1_12322574	1	12322574	-0.407818974081405
1_12341811	1	12341811	-0.611510632164819
1_12353983	1	12353983	-1.34025906393259
1_12378571	1	12378571	-0.902678996002659
1_12617237	1	12617237	-0.678865899966584
1_12666726	1	12666726	-0.804396782050443
1_12716341	1	12716341	-1.22177822179759
1_12719545	1	12719545	-0.838064494815838
1_12719616	1	12719616	-0.949762423573348
1_12720907	1	12720907	-0.62612443789461
1_12725413	1	12725413	-1.07363100421917
1_12725484	1	12725484	-1.16563915284434
1_12725527	1	12725527	-0.652135534352062
1_12725693	1	12725693	-0.792153186295695
1_12725782	1	12725782	-0.987364337956751
1_12755700	1	12755700	-0.903886979863646
1_12755708	1	12755708	-0.869586100984488
1_12759468	1	12759468	-1.03500971019186
1_12760875	1	12760875	-1.20392618657326
1_12775001	1	12775001	-1.1058760409115
1_12775014	1	12775014	-0.885185914806056
1_12775015	1	12775015	-0.887452521778001
1_12775725	1	12775725	-1.03500971019186
1_12775851	1	12775851	-1.29804411602565
1_12777268	1	12777268	-1.29639626314417
1_12777320	1	12777320	-0.933256211391126
1_12777354	1	12777354	-0.970755168472563
1_12777491	1	12777491	-1.04300250094539
1_12825053	1	12825053	-0.941900305800378
1_12827638	1	12827638	-0.936606006130865
1_12828685	1	12828685	-1.17695913897299
1_12828686	1	12828686	-1.10927862513234
1_12847476	1	12847476	-1.80439678205044
1_12860725	1	12860725	-0.959602307533837
1_12861512	1	12861512	-0.87151097790898
1_12881982	1	12881982	-0.486573085495817
1_12883140	1	12883140	-0.552408927100381
1_12883168	1	12883168	-0.527738493978397
1_12883169	1	12883169	-0.559622554998183
1_13115560	1	13115560	-1.01542934122234
1_13115573	1	13115573	-1.01677897311477
1_13319482	1	13319482	-1.15211801319072
1_13322038	1	13322038	-0.0759814912481652
1_13370686	1	13370686	-0.909478828108
1_13370713	1	13370713	-1.16024589407412
1_13370765	1	13370765	-0.989880334702199
1_13370918	1	13370918	-0.623452779647977
1_13371002	1	13371002	-0.87151097790898
1_13389694	1	13389694	-1.25505819106001
1_13389844	1	13389844	-1.306752047911
1_13390395	1	13390395	-1.25436807143867
1_13390443	1	13390443	-1.24770873532446
1_13390596	1	13390596	-0.874337021987743
1_13390787	1	13390787	-0.791340629224996
1_13390853	1	13390853	-0.370612741976298
1_13391946	1	13391946	-1.11989860777837
1_13392079	1	13392079	-1.39816046780573
1_13392083	1	13392083	-1.37769636524602
1_13392102	1	13392102	-1.29804411602565
1_13392184	1	13392184	-1.27447564488725
1_13392272	1	13392272	-1.0851331896177
1_13416366	1	13416366	-0.781077511465318
1_13416396	1	13416396	-0.771975304358065
1_13416600	1	13416600	-0.935951039469191
1_13418285	1	13418285	-1.28293722363544
1_13418633	1	13418633	-1.09847612903525
1_13421192	1	13421192	-1.08231542497022
1_13421193	1	13421193	-1.02293687789128
1_13475857	1	13475857	-1.19647313288598
1_13475969	1	13475969	-1.1504869276118
1_13513240	1	13513240	-1.55624661330263
1_13610479	1	13610479	-1.10955666355691
1_13778644	1	13778644	-1.06570650741478
1_13778803	1	13778803	-0.975847637723715
1_13778878	1	13778878	-0.982193011748411
1_13780865	1	13780865	-0.856864201944578
1_13782337	1	13782337	-0.665060100441554
1_13782589	1	13782589	-0.883483619575056
1_13782619	1	13782619	-0.902035844922438
1_13893691	1	13893691	-0.897506186441924
1_14180562	1	14180562	-0.771975304358065
1_14304619	1	14304619	-0.937034550628562
1_14924487	1	14924487	-0.854437464550038
1_14929705	1	14929705	-1.28654847718782
1_14960723	1	14960723	-1.26673999610764
1_15034863	1	15034863	-1.2105483180977
1_15044087	1	15044087	-1.08864767379393
1_15056111	1	15056111	-1.04206446772581
1_15056171	1	15056171	-0.771975304358065
1_15094363	1	15094363	-0.723065703877119
1_15101561	1	15101561	-0.771975304358065
1_15112731	1	15112731	-0.610694397325005
1_15112917	1	15112917	-0.85603956914654
1_15114533	1	15114533	-0.800544456554836
1_15114571	1	15114571	-0.808812072538437
1_15164369	1	15164369	-0.456473478630136
1_15168611	1	15168611	-0.635473304453203
1_15168614	1	15168614	-0.617804374230305
1_15168689	1	15168689	-1.10695955207087
1_15215111	1	15215111	-0.751797422420435
1_15215144	1	15215144	-0.85736679558871
1_15215403	1	15215403	-0.0745380743784965
1_15219581	1	15219581	-0.5995081083533
1_15247291	1	15247291	-1.02573189660385
1_15251791	1	15251791	-0.813795480052693
1_15251806	1	15251806	-0.838646344003353
1_15287147	1	15287147	-0.951299003802627
1_15289653	1	15289653	-1.04046414028397
1_15296717	1	15296717	-0.868190619617368
1_15314589	1	15314589	-0.946004704133114
1_15327059	1	15327059	-0.754273302624606
1_15341780	1	15341780	-0.745980095825121
1_15341823	1	15341823	-0.504691425522913
1_15341876	1	15341876	-0.560471199164354
1_15358264	1	15358264	-0.918816692687337
1_15375634	1	15375634	-1.03694751443335
1_15382044	1	15382044	-0.987703995413502
1_15383872	1	15383872	-1.05670478129118
1_15383915	1	15383915	-1.09390339924543
1_15388104	1	15388104	-0.612194860321296
1_15388363	1	15388363	-0.771975304358065
1_15397315	1	15397315	-0.713081615304497
1_15397347	1	15397347	-0.711602686378583
1_15444626	1	15444626	-0.946004704133114
1_15445717	1	15445717	-0.771975304358065
1_15462802	1	15462802	-0.762325134324346
1_15462809	1	15462809	-0.782099521631773
1_15463420	1	15463420	-1.04760974697149
1_15467516	1	15467516	-0.45379934433181
1_15481703	1	15481703	-1.10495858775442
1_15482377	1	15482377	-0.674127980959921
1_15483381	1	15483381	-1.37683736251693
1_15485937	1	15485937	-0.450047209470703
1_15487341	1	15487341	-1.04405484979487
1_15487348	1	15487348	-1.00577248896676
1_15506048	1	15506048	-0.936362122258947
1_15518120	1	15518120	-0.341340950028203
1_15524108	1	15524108	-0.783947946024141
1_15524177	1	15524177	-0.549582883021617
1_15536563	1	15536563	-0.748891691245024
1_15536735	1	15536735	-0.834985101883866
1_15565920	1	15565920	-0.70688027613618
1_15573657	1	15573657	-0.722222269160965
1_15577823	1	15577823	-0.812239174571792
1_15579006	1	15579006	-1.30249002105685
1_15583249	1	15583249	-0.819281019136422
1_15583355	1	15583355	-0.740948408737441
1_15584711	1	15584711	-0.340259063932591
1_15584923	1	15584923	-1.25260114526449
1_15633482	1	15633482	-0.508940898524271
1_15633808	1	15633808	-1.18185109852113
1_15660052	1	15660052	-0.870007387318592
1_15660680	1	15660680	-0.734822305940599
1_15660978	1	15660978	-0.990985086299861
1_15661107	1	15661107	-1.20081860316194
1_15717906	1	15717906	-0.732804707077387
1_15725435	1	15725435	-0.852465222218433
1_15738641	1	15738641	-1.01116296823749
1_15742576	1	15742576	-0.828118382395599
1_15742902	1	15742902	-0.757178302429985
1_15743149	1	15743149	-0.732981172742202
1_15743153	1	15743153	-0.637433180979238
1_15744417	1	15744417	-1.3413409500282
1_15744527	1	15744527	-1.05576827035866
1_15747031	1	15747031	-0.623452779647977
1_15765157	1	15765157	-0.898732446644004
1_15765205	1	15765205	-0.792439406917781
1_15768557	1	15768557	-0.938872613102809
1_15774908	1	15774908	-1.46712072282964
1_15919487	1	15919487	-0.862740768281248
1_15928262	1	15928262	-0.701585976466667
1_15928710	1	15928710	-0.569158421358378
1_15929149	1	15929149	-1.07863664259212
1_15929304	1	15929304	-1.06965585299875
1_15929512	1	15929512	-0.854437464550038
1_15929805	1	15929805	-0.442407147268571
1_15930329	1	15930329	-1.20691236107461
1_15930761	1	15930761	-1.42732713297062
1_15932261	1	15932261	-0.946004704133114
1_15933164	1	15933164	-1.07363100421917
1_15933318	1	15933318	-1.19092785364029
1_15933473	1	15933473	-0.556246613302628
1_15933897	1	15933897	-0.985570777457354
1_15934018	1	15934018	-0.956399875495493
1_15935861	1	15935861	-0.771975304358065
1_15942149	1	15942149	-0.84068805444208
1_16006004	1	16006004	-0.832516846293116
1_16006170	1	16006170	-1.32919281459632
1_16006184	1	16006184	-1.42405200093776
1_16017865	1	16017865	-0.85140977185247
1_16017907	1	16017907	-0.808195492270819
1_16018169	1	16018169	-0.623876665368931
1_16018188	1	16018188	-0.838064494815838
1_16019460	1	16019460	-0.721349231288097
1_16022642	1	16022642	-1.12344767485944
1_16028086	1	16028086	-1.31629582058188
1_16028797	1	16028797	-0.893965828736676
1_16029233	1	16029233	-0.642692287413099
1_16030006	1	16030006	-0.845224286388704
1_16030027	1	16030027	-0.711854311920494
1_16031776	1	16031776	-1.18701280363691
1_16033179	1	16033179	-1.00577248896676
1_16033220	1	16033220	-0.937034550628562
1_16033642	1	16033642	-1.50894089852427
1_16044504	1	16044504	-1.03945561522305
1_16048569	1	16048569	-0.951299003802627
1_16049164	1	16049164	-0.783752472134419
1_16053647	1	16053647	-0.980561926169483
1_16053701	1	16053701	-1.10639434342862
1_16056471	1	16056471	-0.782099521631773
1_16058689	1	16058689	-1.81928101913642
1_16125227	1	16125227	-1.13970708885855
1_16131822	1	16131822	-0.844125090113901
1_16132150	1	16132150	-1.31559700969832
1_16135106	1	16135106	-1.40584740556017
1_16135769	1	16135769	-1.04206446772581
1_16137995	1	16137995	-1.18701280363691
1_16138178	1	16138178	-1.05437503505879
1_16148694	1	16148694	-0.887452521778001
1_16148708	1	16148708	-0.72193462185847
1_16199162	1	16199162	-0.787572159409084
1_16199172	1	16199172	-0.845224286388704
1_16207579	1	16207579	-0.39712689519492
1_16225649	1	16225649	-0.608476572075186
1_16232638	1	16232638	-0.546908748723292
